customer_id,age,gender,education,employment_status, annual_income ,marital_status,number_of_children,region,annual_spending,credit_score,loyalty_years,payment_type,online_shopper,churn
2852.00,48.00,Female,Master,Self-Employed,75263.51,Married,2.00,Suburban,30220.66,520.00,29.00,Mobile Money,No,No
2853.00,24.00,Male,Bachelor,Employed,69312.18,Single,0.00,Urban,28914.15,515.00,2.00,Cash,Yes,No
2854.00,40.00,Female,High School,Employed,24843.09,Married,3.00,Urban,4930.32,443.00,13.00,Credit Card,Yes,No
2855.00,52.00,Male,High School,Unemployed,10921.67,Married,1.00,Urban,5573.52,418.00,32.00,Debit Card,Yes,No
2856.00,31.00,Female,Diploma,Employed,36207.37,Single,0.00,Rural,4898.99,440.00,5.00,Mobile Money,No,No
2857.00,29.00,Female,Master,Employed,74825.60,Single,0.00,Suburban,39448.56,486.00,7.00,Credit Card,No,No
2858.00,35.00,Male,High School,Self-Employed,35898.29,Married,2.00,Suburban,19497.38,451.00,8.00,Credit Card,No,No
2859.00,52.00,Female,High School,Self-Employed,38024.79,Married,3.00,Suburban,14199.38,510.00,30.00,Credit Card,No,No
2860.00,40.00,Female,Master,Employed,80297.97,Single,0.00,Urban,25961.33,621.00,17.00,Credit Card,No,No
2861.00,31.00,Female,High School,Employed,33522.16,Married,2.00,Urban,15488.54,431.00,10.00,Credit Card,Yes,No
2862.00,43.00,Female,Bachelor,Employed,49119.46,Single,0.00,Urban,23665.45,513.00,25.00,Credit Card,No,No
2863.00,24.00,Male,High School,Student,8496.54,Single,0.00,Urban,4182.04,386.00,4.00,Credit Card,No,No
2864.00,46.00,Female,Bachelor,Employed,74349.22,Married,2.00,Urban,14476.15,553.00,25.00,Credit Card,No,No
2865.00,42.00,Female,Diploma,Self-Employed,52519.76,Married,0.00,Rural,17793.70,478.00,22.00,Cash,Yes,No
2866.00,34.00,Male,High School,Employed,31215.28,Single,0.00,Suburban,9685.85,407.00,7.00,Debit Card,Yes,No
2867.00,27.00,Male,Bachelor,Employed,44035.58,Married,2.00,Urban,12825.87,428.00,2.00,Cash,No,No
2868.00,27.00,Female,Bachelor,Employed,60795.35,Married,1.00,Rural,24107.61,472.00,3.00,Debit Card,No,No
2869.00,44.00,Male,Bachelor,Self-Employed,72977.82,Married,3.00,Urban,16843.77,521.00,23.00,Debit Card,Yes,No
2870.00,52.00,Female,Bachelor,Employed,57501.79,Married,5.00,Urban,17619.48,482.00,32.00,Cash,Yes,No
2871.00,30.00,Female,Bachelor,Employed,55912.75,Married,2.00,Rural,8600.97,490.00,8.00,Credit Card,No,No
2872.00,43.00,Female,Bachelor,Employed,77660.32,Married,0.00,Urban,35647.49,512.00,19.00,Debit Card,No,No
2873.00,18.00,Male,Bachelor,Employed,61843.42,Single,0.00,Urban,19250.82,488.00,0.00,Credit Card,Yes,No
2874.00,30.00,Male,Bachelor,Employed,64920.23,Single,0.00,Urban,32267.39,477.00,5.00,Mobile Money,No,No
2875.00,37.00,Male,Bachelor,Employed,55535.06,Single,0.00,Suburban,29808.88,447.00,19.00,Mobile Money,No,No
2876.00,27.00,Female,Bachelor,Self-Employed,64947.24,Married,0.00,Urban,28481.30,451.00,7.00,Mobile Money,Yes,No
2877.00,26.00,Female,High School,Employed,35056.79,Single,0.00,Urban,11809.86,424.00,0.00,Debit Card,Yes,No
2878.00,29.00,Female,High School,Employed,28939.66,Married,1.00,Urban,15837.59,416.00,11.00,Credit Card,No,No
2879.00,41.00,Female,Diploma,Student,7596.53,Married,0.00,Rural,1000.00,362.00,15.00,Credit Card,Yes,No
2880.00,35.00,Male,Master,Employed,73705.65,Single,0.00,Rural,24895.75,500.00,16.00,Mobile Money,No,No
2881.00,18.00,Male,Bachelor,Student,6897.52,Single,0.00,Urban,1000.00,369.00,0.00,Cash,Yes,No
2882.00,18.00,Female,Bachelor,Employed,56763.27,Married,0.00,Urban,6162.97,459.00,0.00,Credit Card,Yes,No
2883.00,30.00,Female,Diploma,Employed,40640.67,Married,1.00,Suburban,13186.27,429.00,6.00,Credit Card,No,No
2884.00,43.00,Male,High School,Employed,37736.21,Single,0.00,Urban,9895.48,501.00,23.00,Mobile Money,No,No
2885.00,18.00,Male,Master,Employed,65109.49,Married,1.00,Rural,14873.60,400.00,0.00,Credit Card,Yes,Yes
2886.00,32.00,Male,Master,Employed,54000.54,Married,0.00,Suburban,22671.48,440.00,13.00,Cash,Yes,No
2887.00,31.00,Male,High School,Employed,27514.92,Single,0.00,Urban,11125.58,390.00,12.00,Debit Card,Yes,No
2888.00,54.00,Female,Bachelor,Self-Employed,69178.29,Married,0.00,Urban,17142.28,581.00,28.00,Credit Card,Yes,No
2889.00,33.00,Female,Diploma,Employed,47712.86,Single,0.00,Rural,11431.95,483.00,13.00,Debit Card,No,No
2890.00,42.00,Female,Diploma,Employed,34457.26,Married,2.00,Urban,20809.84,526.00,18.00,Cash,Yes,Yes
2891.00,39.00,Female,Bachelor,Employed,59336.80,Married,2.00,Urban,27461.53,513.00,13.00,Debit Card,Yes,No
2892.00,18.00,Female,Bachelor,Self-Employed,75081.23,Single,0.00,Urban,22651.55,485.00,0.00,Credit Card,Yes,Yes
2893.00,47.00,Female,Bachelor,Employed,61010.01,Married,2.00,Urban,14796.62,581.00,28.00,Mobile Money,No,No
2894.00,40.00,Male,High School,Employed,23674.92,Married,1.00,Urban,10114.89,399.00,20.00,Credit Card,Yes,No
2895.00,44.00,Female,Diploma,Unemployed,6534.19,Married,1.00,Rural,3421.35,378.00,19.00,Credit Card,No,No
2896.00,70.00,Male,Diploma,Student,11480.03,Married,4.00,Suburban,1000.00,422.00,43.00,Credit Card,No,No
2897.00,18.00,Male,Diploma,Employed,53002.72,Single,0.00,Suburban,11511.54,464.00,0.00,Cash,Yes,No
2898.00,58.00,Male,Bachelor,Student,11113.32,Married,4.00,Urban,1000.00,442.00,34.00,Mobile Money,No,No
2899.00,34.00,Female,Diploma,Employed,38677.38,Married,0.00,Urban,12230.39,441.00,9.00,Debit Card,Yes,No
2900.00,41.00,Male,Diploma,Student,5000.00,Single,0.00,Rural,2674.21,395.00,23.00,Debit Card,No,No
2901.00,37.00,Male,Diploma,Self-Employed,45085.70,Married,1.00,Urban,13361.55,465.00,11.00,Credit Card,Yes,No
2902.00,32.00,Male,Bachelor,Unemployed,10778.09,Single,0.00,Rural,4783.58,338.00,14.00,Mobile Money,No,Yes
2903.00,31.00,Female,Bachelor,Self-Employed,66217.59,Married,0.00,Suburban,24337.03,538.00,10.00,Credit Card,No,No
2904.00,41.00,Female,Bachelor,Employed,42897.41,Married,2.00,Suburban,17941.84,449.00,14.00,Credit Card,No,No
2905.00,19.00,Female,High School,Employed,27371.28,Single,0.00,Urban,12837.18,406.00,0.00,Debit Card,Yes,Yes
2906.00,47.00,Male,Diploma,Employed,31928.53,Married,0.00,Suburban,13730.17,436.00,23.00,Debit Card,Yes,No
2907.00,33.00,Male,High School,Employed,37521.83,Married,1.00,Rural,16772.24,427.00,13.00,Debit Card,Yes,No
2908.00,24.00,Female,High School,Employed,23126.62,Single,0.00,Urban,8822.77,384.00,1.00,Mobile Money,Yes,No
2909.00,32.00,Male,Diploma,Student,5000.00,Married,0.00,Urban,1000.00,376.00,8.00,Credit Card,Yes,No
2910.00,53.00,Female,High School,Employed,32257.01,Married,5.00,Suburban,15487.36,499.00,26.00,Credit Card,No,No
2911.00,31.00,Female,Bachelor,Employed,51370.28,Married,0.00,Suburban,27764.46,449.00,6.00,Credit Card,Yes,No
2912.00,42.00,Female,PhD,Employed,108875.62,Married,1.00,Suburban,38066.77,589.00,17.00,Credit Card,Yes,No
2913.00,29.00,Female,High School,Self-Employed,43444.12,Married,0.00,Urban,14308.87,430.00,2.00,Mobile Money,Yes,No
2914.00,47.00,Male,Master,Employed,70137.65,Married,0.00,Urban,22221.38,513.00,28.00,Credit Card,No,No
2915.00,46.00,Male,High School,Employed,32944.81,Single,0.00,Urban,10912.26,469.00,27.00,Mobile Money,No,No
2916.00,60.00,Female,Bachelor,Unemployed,5000.00,Married,0.00,Urban,6134.33,469.00,35.00,Credit Card,No,No
2917.00,35.00,Male,Bachelor,Unemployed,26353.80,Married,0.00,Suburban,17539.88,435.00,9.00,Credit Card,No,No
2918.00,46.00,Male,Master,Self-Employed,88095.17,Married,4.00,Urban,19083.38,562.00,24.00,Credit Card,No,No
2919.00,39.00,Male,High School,Self-Employed,35414.74,Married,1.00,Rural,12416.86,501.00,19.00,Credit Card,No,No
2920.00,53.00,Male,Diploma,Employed,44526.80,Married,1.00,Rural,13385.81,474.00,29.00,Credit Card,No,No
2921.00,29.00,Male,High School,Self-Employed,41502.79,Single,0.00,Urban,19912.41,444.00,9.00,Debit Card,Yes,No
2922.00,46.00,Male,Diploma,Employed,36669.02,Single,0.00,Suburban,10122.38,511.00,25.00,Credit Card,Yes,No
2923.00,35.00,Female,Master,Employed,73041.30,Married,1.00,Rural,14576.27,478.00,12.00,Debit Card,No,No
2924.00,37.00,Female,Bachelor,Employed,63389.80,Married,1.00,Suburban,21647.65,495.00,10.00,Credit Card,No,No
2925.00,39.00,Female,Bachelor,Employed,58639.18,Married,4.00,Urban,16344.01,508.00,12.00,Credit Card,Yes,No
2926.00,41.00,Female,Bachelor,Employed,52979.15,Married,3.00,Rural,28259.74,497.00,15.00,Credit Card,No,No
2927.00,36.00,Male,Master,Employed,72373.21,Married,0.00,Suburban,30888.25,505.00,9.00,Mobile Money,No,No
2928.00,40.00,Male,Diploma,Employed,51057.91,Married,0.00,Urban,9678.76,532.00,14.00,Credit Card,No,No
2929.00,56.00,Male,High School,Employed,36271.81,Single,0.00,Suburban,10801.65,470.00,32.00,Mobile Money,Yes,No
2930.00,49.00,Female,Master,Self-Employed,74695.46,Married,3.00,Suburban,33163.64,526.00,23.00,Cash,Yes,No
2931.00,48.00,Female,Diploma,Employed,44693.47,Married,2.00,Urban,14840.37,480.00,30.00,Cash,Yes,No
2932.00,32.00,Male,High School,Student,9633.26,Single,0.00,Rural,4849.59,350.00,6.00,Cash,Yes,No
2933.00,27.00,Male,High School,Employed,39312.91,Married,0.00,Rural,15259.51,383.00,8.00,Credit Card,Yes,Yes
2934.00,49.00,Female,Bachelor,Self-Employed,66262.56,Married,2.00,Urban,30576.41,554.00,23.00,Credit Card,Yes,No
2935.00,48.00,Female,Bachelor,Self-Employed,63045.28,Single,0.00,Suburban,11537.58,523.00,21.00,Debit Card,No,No
2936.00,55.00,Female,Diploma,Student,5000.00,Married,1.00,Urban,6608.74,406.00,31.00,Cash,No,No
2937.00,30.00,Male,Bachelor,Employed,49443.24,Married,0.00,Urban,23346.86,490.00,4.00,Credit Card,Yes,No
2938.00,35.00,Male,Bachelor,Employed,64663.56,Single,0.00,Rural,9745.19,504.00,17.00,Debit Card,No,No
2939.00,18.00,Female,Master,Employed,71583.65,Married,0.00,Urban,23684.88,471.00,0.00,Credit Card,Yes,No
2940.00,33.00,Female,Bachelor,Employed,54201.70,Married,0.00,Urban,18050.45,450.00,13.00,Debit Card,Yes,Yes
2941.00,49.00,Female,Bachelor,Employed,65364.99,Married,3.00,Rural,21733.68,518.00,26.00,Mobile Money,Yes,No
2942.00,32.00,Female,Bachelor,Unemployed,25216.82,Married,0.00,Urban,8474.18,407.00,8.00,Credit Card,Yes,No
2943.00,45.00,Female,Diploma,Employed,34114.04,Single,0.00,Suburban,8753.16,486.00,22.00,Debit Card,Yes,No
2944.00,35.00,Female,Diploma,Employed,49607.97,Married,1.00,Rural,8208.48,450.00,11.00,Cash,Yes,No
2945.00,41.00,Male,Diploma,Employed,26731.35,Married,1.00,Urban,6704.47,442.00,18.00,Mobile Money,No,No
2946.00,24.00,Male,High School,Employed,33676.36,Single,0.00,Urban,6976.87,411.00,2.00,Cash,Yes,Yes
2947.00,39.00,Female,Diploma,Student,10730.47,Married,2.00,Urban,6148.57,381.00,12.00,Cash,No,No
2948.00,18.00,Male,Diploma,Unemployed,21198.26,Married,1.00,Rural,5344.64,386.00,0.00,Mobile Money,No,Yes
2949.00,35.00,Female,High School,Employed,33048.09,Married,0.00,Urban,6025.20,446.00,12.00,Credit Card,No,No
2950.00,18.00,Female,High School,Employed,28043.52,Single,0.00,Suburban,11224.92,374.00,0.00,Debit Card,No,No
2951.00,52.00,Female,Diploma,Student,6675.50,Single,0.00,Urban,2571.39,403.00,33.00,Credit Card,No,No
2952.00,47.00,Male,Bachelor,Employed,76545.99,Single,0.00,Rural,23214.04,523.00,27.00,Credit Card,No,No
2953.00,43.00,Male,Master,Self-Employed,84661.12,Married,4.00,Suburban,28611.16,587.00,25.00,Mobile Money,Yes,No
2954.00,56.00,Female,Bachelor,Student,15776.61,Married,1.00,Suburban,6069.12,485.00,34.00,Debit Card,No,No
2955.00,26.00,Female,Diploma,Employed,23830.71,Married,1.00,Suburban,5091.45,390.00,8.00,Debit Card,Yes,No
2956.00,58.00,Female,Diploma,Employed,33381.14,Married,4.00,Suburban,13071.18,504.00,36.00,Credit Card,Yes,No
2957.00,49.00,Male,High School,Employed,34150.14,Married,1.00,Urban,15406.56,443.00,27.00,Cash,Yes,No
2958.00,35.00,Male,High School,Student,5000.00,Single,0.00,Rural,2616.24,372.00,11.00,Credit Card,Yes,No
2959.00,51.00,Female,Bachelor,Employed,59395.19,Single,0.00,Urban,13214.02,543.00,25.00,Mobile Money,No,No
2960.00,24.00,Female,Diploma,Employed,34199.00,Single,0.00,Urban,18848.34,402.00,2.00,Debit Card,No,Yes
2961.00,28.00,Female,Bachelor,Self-Employed,57729.19,Married,0.00,Urban,20598.84,461.00,10.00,Debit Card,Yes,No
2962.00,30.00,Male,Bachelor,Unemployed,10669.31,Single,0.00,Urban,5408.87,352.00,4.00,Credit Card,Yes,Yes
2963.00,31.00,Male,High School,Employed,42220.31,Married,0.00,Urban,10644.45,433.00,7.00,Credit Card,No,No
2964.00,25.00,Male,Bachelor,Employed,57667.34,Married,1.00,Urban,11560.77,481.00,6.00,Credit Card,Yes,No
2965.00,52.00,Female,Diploma,Employed,32716.51,Married,1.00,Urban,12408.58,485.00,29.00,Cash,No,No
2966.00,34.00,Female,Diploma,Employed,46202.72,Married,0.00,Rural,14883.49,442.00,10.00,Credit Card,Yes,No
2967.00,42.00,Male,Bachelor,Employed,61637.91,Married,0.00,Rural,23071.10,474.00,18.00,Debit Card,No,No
2968.00,31.00,Male,PhD,Unemployed,23949.54,Married,0.00,Urban,12095.89,428.00,13.00,Mobile Money,No,No
2969.00,18.00,Female,Master,Employed,77673.39,Married,0.00,Urban,35604.34,439.00,0.00,Credit Card,No,Yes
2970.00,41.00,Male,Master,Employed,78054.00,Married,2.00,Urban,28668.91,564.00,20.00,Mobile Money,No,No
2971.00,18.00,Female,High School,Employed,36810.66,Single,0.00,Rural,19980.57,456.00,0.00,Debit Card,Yes,No
2972.00,37.00,Female,High School,Employed,24609.98,Married,0.00,Urban,9529.40,455.00,10.00,Debit Card,Yes,No
2973.00,21.00,Male,High School,Self-Employed,26567.58,Single,0.00,Suburban,17202.38,410.00,0.00,Debit Card,Yes,No
2974.00,61.00,Male,Diploma,Self-Employed,34457.06,Married,2.00,Urban,12916.11,499.00,34.00,Cash,No,No
2975.00,48.00,Female,Diploma,Self-Employed,42755.88,Married,4.00,Suburban,13779.96,471.00,25.00,Credit Card,Yes,No
2976.00,39.00,Male,Bachelor,Self-Employed,63057.51,Single,0.00,Suburban,22303.79,487.00,14.00,Debit Card,No,No
2977.00,53.00,Male,Bachelor,Self-Employed,63708.51,Married,1.00,Urban,19904.73,526.00,26.00,Mobile Money,Yes,No
2978.00,27.00,Female,Master,Employed,69622.37,Married,0.00,Urban,18261.62,456.00,7.00,Credit Card,Yes,No
2979.00,44.00,Female,Master,Employed,83863.91,Married,0.00,Suburban,28110.77,499.00,25.00,Debit Card,No,No
2980.00,40.00,Female,High School,Self-Employed,33283.38,Single,0.00,Urban,16979.05,423.00,17.00,Mobile Money,No,No
2981.00,41.00,Male,Master,Employed,69609.81,Single,0.00,Urban,31656.80,515.00,17.00,Credit Card,No,No
2982.00,53.00,Male,Diploma,Employed,25459.27,Single,0.00,Urban,1000.00,432.00,26.00,Debit Card,Yes,No
2983.00,46.00,Male,Diploma,Employed,57823.77,Single,0.00,Suburban,27192.56,502.00,20.00,Debit Card,Yes,No
2984.00,41.00,Male,Bachelor,Employed,44472.74,Married,1.00,Suburban,12142.92,476.00,16.00,Debit Card,No,No
2985.00,18.00,Female,High School,Employed,24345.16,Single,0.00,Urban,2858.69,430.00,0.00,Cash,Yes,Yes
2986.00,26.00,Male,Master,Self-Employed,89565.78,Married,0.00,Urban,44964.15,525.00,0.00,Cash,Yes,No
2987.00,36.00,Female,Bachelor,Employed,56969.54,Married,0.00,Urban,23823.72,483.00,13.00,Credit Card,No,No
2988.00,39.00,Male,Master,Student,27145.49,Single,0.00,Suburban,12153.66,402.00,18.00,Mobile Money,No,No
2989.00,24.00,Male,PhD,Employed,95760.11,Single,0.00,Rural,36120.95,539.00,0.00,Mobile Money,No,No
2990.00,66.00,Female,Bachelor,Employed,54349.73,Married,5.00,Urban,12170.19,558.00,48.00,Mobile Money,Yes,No
2991.00,56.00,Male,High School,Employed,38352.67,Married,5.00,Suburban,11050.31,509.00,37.00,Mobile Money,Yes,No
2992.00,45.00,Male,High School,Employed,39290.46,Single,0.00,Urban,24515.07,465.00,26.00,Credit Card,Yes,No
2993.00,38.00,Male,Diploma,Unemployed,6718.73,Single,0.00,Suburban,1000.00,381.00,13.00,Mobile Money,No,No
2994.00,35.00,Male,High School,Employed,37704.24,Married,2.00,Suburban,17417.69,424.00,13.00,Debit Card,No,No
2995.00,26.00,Male,Master,Employed,68221.91,Single,0.00,Suburban,27614.10,490.00,8.00,Credit Card,No,No
2996.00,38.00,Male,Diploma,Employed,39172.18,Married,3.00,Urban,25296.99,484.00,12.00,Mobile Money,No,No
2997.00,41.00,Female,PhD,Employed,91143.47,Married,1.00,Urban,28519.74,591.00,17.00,Credit Card,Yes,No
2998.00,23.00,Female,Bachelor,Employed,51953.75,Single,0.00,Urban,16350.50,462.00,0.00,Credit Card,Yes,No
2999.00,42.00,Female,High School,Employed,26523.27,Married,4.00,Urban,1000.00,445.00,22.00,Debit Card,No,No
3000.00,36.00,Male,Diploma,Employed,47877.77,Single,0.00,Urban,19423.42,471.00,17.00,Cash,Yes,No
3001.00,18.00,Female,Diploma,Self-Employed,35768.49,Single,0.00,Rural,14018.38,374.00,0.00,Mobile Money,Yes,No
3002.00,27.00,Male,Diploma,Self-Employed,39506.98,Married,0.00,Urban,6567.75,467.00,9.00,Debit Card,Yes,No
3003.00,33.00,Female,Bachelor,Employed,60397.87,Married,2.00,Suburban,29501.95,508.00,10.00,Debit Card,No,No
3004.00,60.00,Female,High School,Employed,29416.80,Single,0.00,Urban,14790.12,438.00,37.00,Cash,No,No
3005.00,44.00,Male,Bachelor,Self-Employed,73932.10,Married,2.00,Urban,21124.83,529.00,23.00,Credit Card,No,No
3006.00,21.00,Female,Diploma,Self-Employed,50863.46,Single,0.00,Suburban,8019.55,419.00,2.00,Credit Card,No,No
3007.00,43.00,Female,Bachelor,Employed,44330.36,Single,0.00,Urban,10566.28,535.00,23.00,Credit Card,Yes,No
3008.00,19.00,Female,Master,Employed,70502.68,Single,0.00,Rural,25838.11,440.00,0.00,Credit Card,Yes,No
3009.00,50.00,Male,High School,Employed,34276.38,Married,5.00,Suburban,14665.26,472.00,29.00,Credit Card,No,No
3010.00,32.00,Female,High School,Employed,31872.32,Single,0.00,Rural,8284.79,446.00,10.00,Debit Card,No,No
3011.00,36.00,Female,Bachelor,Employed,51253.81,Married,0.00,Rural,12554.46,438.00,12.00,Mobile Money,Yes,No
3012.00,53.00,Male,PhD,Employed,87808.48,Married,4.00,Suburban,39731.46,614.00,33.00,Credit Card,No,No
3013.00,22.00,Female,Diploma,Unemployed,7519.32,Single,0.00,Suburban,5126.83,332.00,1.00,Debit Card,No,Yes
3014.00,21.00,Male,Diploma,Employed,29398.42,Single,0.00,Suburban,4284.91,373.00,0.00,Debit Card,No,Yes
3015.00,30.00,Male,High School,Employed,18298.08,Married,1.00,Urban,5106.06,417.00,11.00,Cash,Yes,No
3016.00,50.00,Female,Diploma,Self-Employed,51120.17,Married,5.00,Rural,11111.50,497.00,31.00,Cash,No,No
3017.00,19.00,Female,Diploma,Self-Employed,41028.33,Single,0.00,Urban,13457.53,386.00,0.00,Mobile Money,No,No
3018.00,18.00,Female,Diploma,Employed,44604.79,Married,1.00,Suburban,12550.00,395.00,0.00,Credit Card,Yes,No
3019.00,32.00,Female,Bachelor,Employed,50239.46,Single,0.00,Suburban,10963.64,430.00,11.00,Debit Card,Yes,No
3020.00,44.00,Male,Diploma,Employed,29494.81,Married,3.00,Suburban,7189.04,424.00,23.00,Debit Card,No,No
3021.00,52.00,Male,High School,Employed,26736.45,Single,0.00,Suburban,13591.09,437.00,30.00,Credit Card,Yes,No
3022.00,32.00,Female,Diploma,Employed,56755.00,Single,0.00,Urban,10202.38,523.00,7.00,Cash,Yes,No
3023.00,33.00,Male,Master,Employed,69235.11,Single,0.00,Suburban,28204.87,558.00,8.00,Debit Card,No,No
3024.00,51.00,Female,Diploma,Employed,45166.93,Married,3.00,Rural,6378.68,484.00,31.00,Mobile Money,Yes,No
3025.00,18.00,Female,PhD,Self-Employed,109350.43,Single,0.00,Urban,30632.01,522.00,0.00,Credit Card,Yes,Yes
3026.00,33.00,Male,Bachelor,Employed,43758.42,Married,0.00,Urban,16145.57,504.00,14.00,Debit Card,Yes,No
3027.00,40.00,Male,Diploma,Employed,51591.71,Single,0.00,Suburban,20764.06,503.00,17.00,Credit Card,Yes,No
3028.00,43.00,Female,High School,Employed,28017.43,Married,2.00,Urban,9236.85,457.00,20.00,Cash,No,No
3029.00,31.00,Female,Bachelor,Self-Employed,55515.90,Married,0.00,Urban,24085.49,453.00,9.00,Credit Card,Yes,No
3030.00,38.00,Female,Bachelor,Unemployed,12402.13,Single,0.00,Urban,1757.99,397.00,12.00,Credit Card,Yes,No
3031.00,18.00,Female,Bachelor,Self-Employed,64350.05,Single,0.00,Suburban,12930.90,439.00,0.00,Debit Card,Yes,No
3032.00,30.00,Female,Bachelor,Student,16995.84,Single,0.00,Suburban,13093.22,381.00,11.00,Debit Card,No,No
3033.00,43.00,Male,Bachelor,Employed,49553.89,Married,1.00,Suburban,20665.96,541.00,25.00,Credit Card,Yes,No
3034.00,26.00,Male,High School,Employed,50962.76,Married,1.00,Rural,19817.71,491.00,0.00,Credit Card,Yes,No
3035.00,38.00,Male,Master,Employed,62502.65,Single,0.00,Urban,16272.12,457.00,20.00,Debit Card,No,No
3036.00,43.00,Male,Bachelor,Employed,59895.96,Married,0.00,Rural,19962.22,516.00,17.00,Debit Card,No,No
3037.00,33.00,Male,Diploma,Employed,24208.22,Single,0.00,Suburban,9824.47,390.00,15.00,Credit Card,No,No
3038.00,40.00,Male,Bachelor,Employed,54010.41,Married,2.00,Suburban,25077.98,455.00,18.00,Debit Card,No,No
3039.00,26.00,Male,Bachelor,Employed,57937.87,Single,0.00,Suburban,28122.17,461.00,5.00,Mobile Money,Yes,No
3040.00,35.00,Male,High School,Employed,21043.33,Married,1.00,Suburban,6399.44,377.00,15.00,Debit Card,No,Yes
3041.00,45.00,Female,Diploma,Student,19992.36,Married,1.00,Urban,6534.15,457.00,20.00,Cash,Yes,No
3042.00,39.00,Female,Diploma,Employed,43475.81,Single,0.00,Rural,24538.52,483.00,17.00,Debit Card,Yes,No
3043.00,30.00,Male,Diploma,Employed,37458.88,Married,0.00,Urban,12829.94,412.00,6.00,Mobile Money,No,No
3044.00,40.00,Female,High School,Employed,33389.42,Single,0.00,Urban,15379.24,512.00,17.00,Debit Card,Yes,No
3045.00,46.00,Male,High School,Unemployed,5000.00,Married,1.00,Urban,2659.26,436.00,20.00,Debit Card,No,No
3046.00,18.00,Female,High School,Self-Employed,46011.04,Single,0.00,Suburban,17207.47,408.00,0.00,Mobile Money,No,No
3047.00,51.00,Male,Diploma,Employed,48122.39,Married,3.00,Rural,19500.52,576.00,26.00,Credit Card,Yes,No
3048.00,33.00,Female,Master,Employed,72987.12,Married,0.00,Urban,20395.39,504.00,6.00,Credit Card,Yes,Yes
3049.00,43.00,Male,High School,Self-Employed,40893.54,Single,0.00,Urban,10484.17,430.00,20.00,Credit Card,Yes,No
3050.00,52.00,Female,Diploma,Employed,28182.43,Married,4.00,Urban,7231.88,429.00,33.00,Credit Card,No,No
3051.00,21.00,Male,Diploma,Student,19735.56,Single,0.00,Rural,9172.85,384.00,0.00,Cash,Yes,No
3052.00,29.00,Female,Bachelor,Employed,54205.14,Single,0.00,Urban,27459.40,473.00,5.00,Debit Card,Yes,Yes
3053.00,34.00,Male,High School,Employed,38200.37,Single,0.00,Urban,7583.10,441.00,10.00,Credit Card,Yes,No
3054.00,28.00,Male,High School,Unemployed,14998.74,Married,1.00,Urban,1000.00,367.00,1.00,Credit Card,Yes,No
3055.00,58.00,Female,High School,Employed,38077.72,Married,4.00,Rural,18704.84,545.00,32.00,Debit Card,No,No
3056.00,27.00,Male,PhD,Employed,81617.90,Single,0.00,Urban,31058.54,505.00,5.00,Mobile Money,Yes,No
3057.00,31.00,Female,Bachelor,Employed,47636.01,Single,0.00,Rural,18136.71,446.00,8.00,Credit Card,Yes,Yes
3058.00,40.00,Male,High School,Self-Employed,53986.20,Married,0.00,Urban,11930.45,419.00,20.00,Credit Card,Yes,No
3059.00,23.00,Male,Diploma,Employed,27845.26,Single,0.00,Urban,13895.59,363.00,0.00,Credit Card,Yes,No
3060.00,33.00,Female,High School,Employed,21219.12,Married,0.00,Urban,3319.01,452.00,10.00,Debit Card,Yes,No
3061.00,41.00,Male,High School,Employed,30345.95,Married,4.00,Urban,8974.77,422.00,16.00,Cash,No,No
3062.00,34.00,Male,Bachelor,Unemployed,16859.84,Single,0.00,Urban,5618.61,437.00,8.00,Credit Card,Yes,No
3063.00,36.00,Female,Diploma,Employed,35679.86,Married,3.00,Rural,15818.27,423.00,17.00,Cash,No,No
3064.00,31.00,Female,Bachelor,Employed,59928.63,Married,0.00,Suburban,15985.88,458.00,5.00,Mobile Money,No,No
3065.00,19.00,Female,Diploma,Employed,47216.67,Single,0.00,Rural,10794.87,439.00,0.00,Debit Card,Yes,No
3066.00,41.00,Male,Bachelor,Self-Employed,65854.66,Single,0.00,Suburban,11483.80,524.00,16.00,Credit Card,Yes,No
3067.00,59.00,Female,Diploma,Unemployed,9852.08,Married,5.00,Rural,7229.89,398.00,40.00,Debit Card,Yes,No
3068.00,38.00,Male,Diploma,Employed,39821.90,Married,0.00,Suburban,9090.47,441.00,13.00,Cash,Yes,No
3069.00,40.00,Male,Bachelor,Unemployed,12521.11,Married,3.00,Urban,5171.45,402.00,15.00,Credit Card,No,No
3070.00,46.00,Female,High School,Employed,16414.10,Married,0.00,Suburban,5249.43,428.00,21.00,Credit Card,Yes,No
3071.00,22.00,Male,Bachelor,Employed,57407.40,Single,0.00,Urban,34698.43,471.00,2.00,Credit Card,Yes,No
3072.00,58.00,Male,Master,Unemployed,27126.69,Single,0.00,Urban,4291.71,470.00,40.00,Credit Card,Yes,Yes
3073.00,40.00,Male,High School,Employed,28768.58,Married,0.00,Suburban,14065.01,468.00,13.00,Credit Card,Yes,No
3074.00,57.00,Female,Master,Self-Employed,65879.37,Married,5.00,Suburban,16221.14,615.00,31.00,Credit Card,Yes,Yes
3075.00,29.00,Female,High School,Student,5000.00,Single,0.00,Suburban,2941.48,337.00,2.00,Cash,Yes,No
3076.00,59.00,Female,Diploma,Employed,47245.78,Married,4.00,Suburban,7183.51,506.00,35.00,Credit Card,Yes,No
3077.00,47.00,Male,Bachelor,Employed,43494.01,Married,2.00,Urban,23242.71,456.00,22.00,Debit Card,No,No
